sample_id,temperature_C,humidity_percent,load_current_A,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m,is_outlier,total_distance,log_distance,E_H_ratio,power_density,distance_from_line_m_log,E_field_V_m_log,H_field_A_m_log
21,39.65648768921554,35.12281619234551,1500.0,7.42028772034774,0.0,31714.98821972794,14.57436615330569,False,7.42028772034774,2.130643998733095,2176.079955041787,462225.8508620916,2.130643998733095,10.364576192962279,2.745626367428425
22,22.742236995134643,17.1891856142796,1276.6946274362656,17.234552450631753,2.768549630163053,29380.48833788472,9.492969142248798,False,17.455505298565637,2.9033182805337154,3094.9732167728857,278908.0691757403,2.9033182805337154,10.28812010664372,2.3507054273774726
23,25.67528204687924,83.21817539114691,881.3859177857692,24.02813170557762,0.0,17787.51347869075,4.844638109527939,False,24.02813170557762,3.2200004604515673,3671.5868977129985,86174.0656726071,3.2200004604515673,9.786308217792028,1.7655246784696839
24,10.752518137865431,36.3886604714556,817.9348103750826,10.29249444129875,0.0,25018.75890696196,7.134714287611831,False,10.29249444129875,2.424138296299324,3506.6233056843353,178501.69663181726,2.424138296299324,10.127421147961764,2.0961406186789184
25,19.55617275474817,79.34216218525127,937.1318021403138,28.124737004697625,0.0,13380.42481896114,4.813604652175694,False,28.124737004697625,3.3715878819634684,2779.7093874761727,64408.075156638464,3.3715878819634684,9.501622816724295,1.7602008005428418
26,26.10922589709866,49.81480231444386,1140.8868114823597,95.05494842232372,2.066716222011918,6654.349020396681,2.0067955273899294,False,95.0774133825324,4.564920407120434,3315.906186588548,13353.917851823619,4.564920407120434,8.803176174291998,1.1008749028217097
27,13.490064225776973,8.09146837188429,794.6394425840253,16.54034205664763,2.4675945747803945,28867.40054645343,5.704825343655875,False,16.723394940513487,2.864503488273134,5060.171652473838,164683.47824287298,2.864503488273134,10.270502869198214,1.9028274677226131
28,28.75698018345672,83.83419756494335,1221.8097153936417,21.95129535613454,0.0,16995.331970721578,7.101908695347333,False,21.95129535613454,3.1333743774468297,2393.065062747237,120699.29590318211,3.1333743774468297,9.740752833329285,2.0920996753202243
29,18.99361310081195,32.86662908569646,1062.6349640956205,16.98144133219044,0.8751236144887675,21766.82355395873,7.881694923344971,False,17.003975742727395,2.8893401889112558,2761.692885091785,171559.46270258224,2.8893401889112558,9.988188174676772,2.183992408536821
30,22.083062502067232,58.45029033063914,909.7566083174928,113.71192454662516,0.0,3343.310246184259,1.1565445023585152,False,113.71192454662516,4.74242398164895,2890.772770605504,3866.687084903299,4.74242398164895,8.115015746870052,0.7685071732751731
31,18.98293387770603,53.562899268438905,1007.1657567943604,136.9685693844923,10.682029891277512,12035.191802886882,1.3652655561386575,False,137.3844778780799,4.927025901133004,8815.268892930077,16431.23283000377,4.927025901133004,9.39567337338957,0.8608903015340312
32,43.522781845089376,26.189726737412222,693.9154303002781,117.80513702970552,0.0,3970.318217316745,1.075587696180416,False,117.80513702970552,4.777484646984467,3691.297827334898,4270.425424466855,4.777484646984467,8.286853363230774,0.7302443406563446
33,24.865027752620662,78.91625224328321,595.0649207894371,112.9292899838124,0.0,4060.221984422197,0.3759294900960249,False,112.9292899838124,4.735577992651742,10800.459370521088,1526.3571802805068,4.735577992651742,8.309239188694745,0.31912949553542924
34,14.422890710440996,82.81625731707658,802.8223230050075,14.87960805918616,0.0,23143.400443881237,5.711207214004628,False,14.87960805918616,2.7650357741029477,4052.277482570255,132176.75557169243,2.7650357741029477,10.049508148782525,1.9037788474695971
35,33.225449121031886,27.60926416523228,1500.0,6.44985381134803,1.991935206205759,38985.91238745512,16.374754232117954,False,6.750438508236534,2.0081944095610935,2380.8546652952064,638384.7338594606,2.0081944095610935,10.570981288983436,2.855018246436741
36,12.791563500289778,46.205559313594456,1204.703430521652,23.47963916099678,0.0,16373.127124146762,6.962880720250371,False,23.47963916099678,3.1978417173801277,2351.487183320704,114004.13118292988,3.1978417173801277,9.703457753687053,2.0747908339153933
37,27.088635950047557,44.79835742146222,1228.92099565384,21.92709474802592,0.0,17674.44559484213,7.30784436975648,False,21.92709474802592,3.1323193879278737,2418.5576870561367,129162.09772883428,3.1323193879278737,9.779931700904825,2.117200173262155
38,5.403298761202244,50.971396002717576,1025.887610003747,32.24061467200603,0.0,14206.073020120846,4.5520550708597325,False,32.24061467200603,3.50377246175388,3120.803610276661,64666.826728244734,3.50377246175388,9.561495219587231,1.714168142258287
39,11.718139511015696,48.93607003779985,590.6691161349517,40.201150047409406,0.0,11444.677821405665,2.197952630458983,False,40.201150047409406,3.7184661697379715,5206.969638852551,25154.859722314166,3.7184661697379715,9.345367454871134,1.162510802062843
40,26.968612358691235,45.830235093098906,392.3439189961092,127.81750590478352,1.45009320125855,6197.881313953727,0.4653386295541346,False,127.82573131420646,4.858396719844401,13319.048970516933,2884.1135967744062,4.858396719844401,8.73212412151988,0.38208636221213926
41,32.38466579995411,49.21865611786138,1023.6558376582956,6.162356491959214,0.0,29929.655615059564,10.0399129620317,False,6.162356491959214,1.9688390458134972,2981.066942231339,300491.13735878136,1.9688390458134972,10.306638505553696,2.4015171569439313
42,26.713682811899705,73.94890316182212,1273.368709649334,14.586886543404242,3.8835690147212927,34360.351997806065,10.569055175716974,False,15.09501133892423,2.7464299545559494,3251.0331505996714,363156.45612186927,2.7464299545559494,10.444687723339388,2.448333876308175
43,23.843517176117597,51.76240674287255,988.6258302354338,58.79696680117944,0.0,56339.08316815291,12.648799270987512,True,58.79696680117944,4.090954937281858,4454.104892254294,712621.7541054373,4.090954937281858,10.939161517612321,2.6136515522663575
44,21.988963044107116,89.3998516365248,683.8160408229887,18.651365367743068,0.0,17021.485588052885,4.4819443952083935,False,18.651365367743068,2.9781468202648584,3797.7895951723103,76289.35192949408,2.9781468202648584,9.742290430715723,1.701459854671252
45,10.214780096325724,31.9925352663655,804.6407639551261,76.8673460905936,0.0,7320.91008686321,1.4184416772609412,False,76.8673460905936,4.3550066877264095,5161.230837329377,10384.283982686795,4.3550066877264095,8.898626513744528,0.8831233977372565
46,17.801557916052914,70.86819455678194,733.3929199231835,142.51313742244344,0.0,4605.000977999332,0.6589996990320361,False,142.51313742244344,4.966426580991416,6987.854466259781,3034.6942585437914,4.966426580991416,8.435115292712204,0.5062148297930024
47,20.393612290402125,47.88935076538158,677.5271126544229,29.021077971375927,0.0,16040.226054010762,2.9620794461003643,False,29.021077971375927,3.4018997340008608,5415.189204306732,47512.42390538883,3.4018997340008608,9.682917315781792,1.3767690000945942
48,35.57122226218915,42.58349998728921,738.5610828398546,17.5193593316887,0.0,18960.41075182589,5.174949674956253,False,17.5193593316887,2.918816635298326,3663.8824102388517,98119.17145719843,2.918816635298326,9.850161179782841,1.8205007326761757
49,28.436182895684613,59.18415479697096,1078.1625433095369,27.2035513886181,0.0,15525.875138752384,5.289708196419162,False,27.2035513886181,3.3394479057814244,2935.1093911292014,82127.34897803898,3.3394479057814244,9.650327681392346,1.8389146779699526
50,7.36959844637266,63.44353524174821,690.4837186773905,6.096816249531582,0.0,218257.704678342,20.28756729145253,True,6.096816249531582,1.9596462679200155,10758.199383131461,4427917.870539837,1.9596462679200155,12.293436356885161,3.058123207062027
51,28.24083969394795,67.35104859267678,926.686445383752,25.286904987276085,0.0,15672.41673016002,4.916718803061229,False,25.286904987276085,3.269070905956711,3187.5757329921707,77056.86602658915,3.269070905956711,9.65972135434927,1.777782038999488
52,21.149177195836835,62.99678732266201,604.704410906674,70.57209028687693,0.0878247303997137,4405.402209656242,1.2966774079552184,False,70.57214493440297,4.270705197512038,3397.4516600482993,5712.385518217247,4.270705197512038,8.390813809999406,0.8314634732500992
53,18.230779996940413,73.38323225712207,1106.3901908137332,29.499708627302347,0.0,12970.131260140386,5.5055963982121705,False,29.499708627302347,3.417717130364532,2355.8081570498,71408.30795016799,3.417717130364532,9.470481494797635,1.8726627908075184
54,31.11676288840868,66.79235875375754,1030.224220255892,55.321000804506326,2.9975367153521075,10156.103791772117,2.7475914428322827,False,55.40215118902942,4.03106748165828,3696.364727697011,27904.82387078957,4.03106748165828,9.225928620630238,1.3211133517195395
55,35.30999522495951,87.11449989818371,879.2057888482555,9.48982280832822,0.0,26611.82347593934,7.863139424377634,False,9.48982280832822,2.350405530781103,3384.375966812988,209252.47832823687,2.350405530781103,10.189148464165509,2.1819010386917226
56,34.31280119116199,59.57814119164146,1179.5455324376917,18.857942643791667,0.0,20461.273385920533,7.920452682198439,False,18.857942643791667,2.9886040602897603,2583.3461322939274,162062.5476707098,2.9886040602897603,9.926338147014306,2.1883466944296104
57,16.607824767773614,62.93295674084863,928.7289251990449,24.433468315338708,0.0,18138.40337143048,5.186823112666633,False,24.433468315338708,3.2360659568954544,3497.0153175495325,94080.68983380598,3.2360659568954544,9.805841832909406,1.8224217259779718
58,21.907876241487852,43.99445010329564,1255.9968644343396,112.58385939030435,0.0,3959.077411856093,1.5987449716072168,False,112.58385939030435,4.732541413360502,2476.3642768563404,6329.555104408643,4.732541413360502,8.284018852505966,0.9550286252607357
59,28.31263431403564,37.70991326009653,1180.9956662883264,15.353046024403028,0.0,21368.621392579014,8.442140239357219,False,15.353046024403028,2.794414181178081,2531.185014171359,180396.8985178808,2.794414181178081,9.969725631384092,2.2451826747311445
60,34.75545127122359,22.338086387353783,1117.445161511655,22.965457217568,0.0,17905.32890682099,6.313700247929365,False,22.965457217568,3.176613510984494,2835.9480760501933,113048.8795582525,3.176613510984494,9.792909499551092,1.9897493355580314
61,20.2082576215471,53.74013821959479,666.6552632182484,139.26161031125176,0.0,3713.8323006152496,0.7943319391555188,False,139.26161031125176,4.9435093239444114,4675.410168138747,2950.015613046113,4.9435093239444114,8.220088814979603,0.5846327739211009
62,23.143410233361827,17.39437959214352,1261.191632625366,7.358939460998634,0.0,26928.110114429863,12.0044544399857,False,7.358939460998634,2.12333156031714,2243.176314748513,323257.2710235914,2.12333156031714,10.200963140864191,2.565291948000365
63,13.936650259939718,72.78985951732658,660.6231594400331,56.83542418777584,0.0,6179.016864556888,1.9181253677405847,False,56.83542418777584,4.057601463168049,3221.381535897099,11852.128995603456,4.057601463168049,8.729076279340713,1.070941412762533
64,13.037933759193292,44.25551990625664,964.1025362959224,47.55685699685904,0.0024865752656155,12287.923127987751,3.009782649876365,False,47.55685706186603,3.8827354205391464,4082.6599375315595,36983.977833632045,3.8827354205391464,9.416453576913723,1.388737037823651
65,33.125258223941984,32.10021571020235,815.9701646448897,100.51976822021878,0.0,5035.656166617427,1.1205334048567974,False,100.51976822021878,4.620253540308754,4493.977288685729,5642.620950067953,4.620253540308754,8.524497681874616,0.7516676631009507
66,38.56240028570823,10.39232217181288,810.5548450877332,21.532723844472105,0.0,19459.680334209275,4.61436415942119,False,21.532723844472105,3.1149686456927523,4217.195575533998,89794.05148796865,3.1149686456927523,9.876151315776845,1.725328342138277
67,24.27989878419666,65.83114587026468,957.5796180439704,4.102091382596124,0.0,30529.98833866156,9.554344606079612,False,4.102091382596124,1.6296505306913467,3195.4033899752117,291694.0294071645,1.6296505306913467,10.326497457909214,2.3565375861540034
68,35.03532897892024,66.42105494441304,979.4124616826832,0.7057900909092738,0.0,31791.68109179585,10.167705914932212,False,0.7057900909092738,0.5340283998282399,3126.7306736690894,323248.4638826912,0.5340283998282399,10.36699138793265,2.4130262128413005
69,28.61636025047634,56.56542797704485,828.4755304416209,187.07931670673344,2.5443544759703345,4661.551499868235,0.9693009214300716,False,187.09661803238896,5.2368637712325175,4809.1842147498855,4518.446164116012,5.2368637712325175,8.447318109439216,0.6776786175531628
70,18.54880245394876,39.85968579325965,804.3926531099851,45.25234601969955,0.0,12716.839138545136,2.445420040917861,False,45.25234601969955,3.834112187422238,5200.265690758927,31098.013286526904,3.834112187422238,9.45076094341784,1.2370458247305367
71,28.613956055084135,58.11967403388727,831.3521396870251,143.71401977683712,0.0,3963.423423212885,0.6780950599019875,False,143.71401977683712,4.974759517519282,5844.929144383705,2687.577843580482,4.974759517519282,8.285115706902973,0.5176592571567447
72,40.38036566465969,5.239226182610258,898.3314901148295,102.66538250624822,0.0,4836.548917026255,1.233472798879664,False,102.66538250624822,4.641168236034865,3921.079573331174,5965.751529602783,4.641168236034865,8.484163449333682,0.8035576830386129
73,24.641739608900483,47.4229734262051,1257.92782776302,9.367150521366453,0.0,27784.03354065,11.53047090690798,False,9.367150521366453,2.3386422035146737,2409.6180767765813,320362.99041702034,2.3386422035146737,10.232252792862834,2.528163350556764
74,40.64643655814006,76.90251628507679,1126.501551942791,172.38419275730976,0.0,2410.6675961708943,1.1319158254075508,False,172.38419275730976,5.155509899621916,2129.721497251289,2728.6728019030143,5.155509899621916,7.788073735817259,0.7570210240080244
75,-1.1974510408974446,14.390843033751558,1070.7488738261943,68.22473855221217,4.661068444134332,8169.08719867102,2.417719747979652,False,68.38377373002028,4.237358292267115,3378.8381910927674,19750.5634431947,4.237358292267115,9.00823486082904,1.2289735883474875
76,33.21902504375224,16.660323936519863,864.251454479452,23.985659613164067,0.0,17795.46644954096,4.541034776435322,False,23.985659613164067,3.2183020448144677,3918.8122106164647,80809.8320102535,3.2183020448144677,9.786755202502917,1.7121812660675246
77,25.87047068238171,43.81252086305975,1075.8388843491457,21.83378820222118,0.0,16529.695080729623,6.437057878563648,False,21.83378820222118,3.1282413776668054,2567.8955859446833,106402.6039496654,3.1282413776668054,9.712974239581923,2.006475324205825
78,22.009926495341325,26.613869906336983,1102.6086856370964,84.57451687168711,0.0,4461.0907518670765,2.1852830352662065,False,84.57451687168711,4.449387538729113,2041.4237599661208,9748.745938838088,4.449387538729113,8.403372713617353,1.1585411501515916
79,25.917607765355022,67.73728338410085,799.3051383993243,169.90396844981396,0.0,1061.7981717289767,0.996009426221132,False,169.90396844981396,5.141101810740265,1066.0512618903435,1057.5609877864251,5.141101810740265,6.968660493644225,0.6911499004337983
80,5.124310853991073,24.17552972392974,1408.849261674265,115.7430125651828,0.0,691.0537994719889,1.4452510278092865,False,115.7430125651828,4.759975045209195,478.15452680560395,998.7462139584045,4.759975045209195,6.539663697497409,0.8941477875172948
81,22.80328112162488,34.23211214102327,597.6174259350869,174.97632868270094,0.0,949.65832019698,0.3506783742347512,False,174.97632868270094,5.17034948987172,2708.052967954886,333.0246358051817,5.17034948987172,6.8571547132310915,0.30060696567292566
82,28.571125715117464,38.3255334684922,941.1013806852324,57.40095110574278,0.0,8093.282146509977,2.5099432104080064,False,57.40095110574278,4.067332175758804,3224.4868682536835,20313.678573549052,4.067332175758804,8.998913183552002,1.2555998579759486
83,39.77894044741516,52.15808925235304,942.7670786118238,140.1770572948126,0.0,4930.742989843837,1.2834275920413214,False,140.1770572948126,4.950014828109442,3841.8522233491635,6328.251602429901,4.950014828109442,8.503447752189164,0.8256776439399597
84,19.81729781726353,27.980948616120777,806.8677115711889,6.588794088189664,0.0,28000.67195227776,7.536199377623632,False,6.588794088189664,2.0266726971230695,3715.489311486053,211018.64653979914,2.0266726971230695,10.240019499955965,2.1443158709927994
85,16.915063971068122,55.46720689761168,490.665466450023,197.67609648655147,7.864399050633615,4006.2616544552407,0.1364491892656721,False,197.8324743175094,5.29167584280712,29360.616324649753,546.6511547365677,5.29167584280712,8.2958634078442,0.12790865522978598
86,19.98242956415464,25.95352659190584,696.2220260362574,64.45148804132421,0.0,7030.707630839009,1.5442849473431943,False,64.45148804132421,4.181309227640993,4552.7239582376,10857.415963475612,4.181309227640993,8.858184861543757,0.9338496468089493
87,34.15402117702074,41.370846943377735,1311.4234043099063,28.07600726899711,0.0,14788.225477827784,6.236398091775421,False,28.07600726899711,3.3699133416222584,2371.276318305307,92225.26115066986,3.3699133416222584,9.601654186370633,1.9791235814668828
88,28.287511096596845,21.30784780136165,625.4080144998115,5.422955366395535,0.0,29757.073199779363,5.805400796786127,False,5.422955366395535,1.8598783492238813,5125.7560185158745,172751.73646402222,1.8598783492238813,10.300855742219934,1.9177165317659786
89,19.702397962329613,78.22516653606242,947.3290584607732,27.342193780314613,0.0,16079.829890406216,5.228986799059676,False,27.342193780314613,3.3443516405931435,3075.132417271625,84081.2182280593,3.3443516405931435,9.68538315150109,1.8292136869985598
90,30.13267433113356,64.14827692413036,1149.5853373469488,16.898102096522496,0.0,20235.674616521144,8.010017642627362,False,16.898102096522496,2.884694679098095,2526.295570503648,162088.11068880104,2.884694679098095,9.915251812300362,2.198337029734574
91,25.970775493480403,35.556775844708454,684.1394187550206,3.540824087695187,0.0,29938.002489131577,6.896118507529769,False,3.540824087695187,1.5131085126944959,4341.282435207615,206456.01304377255,1.5131085126944959,10.306917340422322,2.066371310570956
92,34.68644990532889,89.53592396395528,925.612699551445,29.927202376488975,0.0,13828.165570738223,4.12378664315753,False,29.927202376488975,3.431636132444104,3353.2681038226738,57024.40447998111,3.431636132444104,9.534535088112504,1.6338937444395332
93,17.979469061226474,35.12358375581899,669.5899523076156,80.47324602828812,0.0,6565.208491573068,1.258047570159904,False,80.47324602828812,4.400274696763003,5218.565202723929,8259.344590416667,4.400274696763003,8.789691850766838,0.8145005328925817
94,21.72337853402232,43.688926288279866,892.3773616541118,12.131351048345246,0.0,27971.25454958556,7.214075323875176,False,12.131351048345246,2.5750025808386994,3877.3161377588917,201786.73722399643,2.5750025808386994,10.238968388939135,2.1058491856743484
95,21.078918468678424,30.443428075377945,567.4128953619127,2.7129921373525407,0.0,33130.09269042487,6.047651689263977,False,2.7129921373525407,1.311838057593062,5478.173829201315,200359.2610247201,1.311838057593062,10.408227476652401,1.9526944676147198
96,10.364850518678814,21.975449923866,748.5432722652347,72.45849828640971,0.0,6635.900974214203,1.3553961902669454,False,72.45849828640971,4.296720597579924,4895.908757865482,8994.274899438642,4.296720597579924,8.800400412771577,0.8567089469776862
97,27.96120277064576,20.67074035076853,1316.7007917398166,50.63669533259814,3.469936260150324,11248.59351322494,3.99485422011553,False,50.7554467210749,3.944232569596831,2815.770007529743,44936.491266670826,3.944232569596831,9.328087274822002,1.6084082265125657
98,27.610552721798893,90.8851409906,1451.530410547462,53.171292982387655,0.0,8191.707526466503,4.132490116535514,False,53.171292982387655,3.9921511183601677,1982.268635421543,33852.15039067241,3.9921511183601677,9.010999711526658,1.6355909442462655
99,25.051134566424608,54.08422039729282,1364.9519748435484,9.36603361313863,0.0,2549.5620332862727,2.4713086421663144,True,9.36603361313863,2.338534462395735,1031.6643409570333,6300.754686599486,2.338534462395735,7.844069019077115,1.244531653170303
100,22.65412866624853,34.06856333302326,827.539125574796,52.01174358962525,3.665138586079635,11969.55715962113,2.400315243562841,False,52.14072028739239,3.9705134661702686,4986.658400417463,28730.71050893534,3.9705134661702686,9.390205343803036,1.2238681460189564
101,10.846292579495858,30.090826750430423,1131.7700094034726,0.5502629272111572,0.2519726190380017,32499.35426473381,12.285095776609303,False,0.6052102856097715,0.4384245470043469,2645.429242902852,399257.6798202109,0.4384245470043469,10.389006268711768,2.5866427885654883
102,20.79354677234641,46.92500427220121,1500.0,130.6834016292442,0.0,4342.857624115624,1.8381253971723124,False,130.6834016292442,4.880400569137969,2362.6545110262673,7982.716895190337,4.880400569137969,8.376518085780983,1.0431437628118658
103,21.572854834732304,78.83991891116665,1087.1322277253248,25.475499681246745,0.0,12948.225791387384,5.9897889723027085,False,25.475499681246745,3.2762197650108464,2161.7161622128765,77557.14005613766,3.2762197650108464,9.468791280891672,1.9444503658476056
104,16.97722730778381,19.214355062078543,601.8871301375223,2.5705943970380347,0.0,29799.571788695237,6.377302924208983,False,2.5705943970380347,1.27273207970209,4672.753900840858,190040.89630822165,1.27273207970209,10.302282859849527,1.9984081143922852
105,23.38714288333991,27.98554684959649,1381.1035099424162,85.34733623151197,10.85248514405168,21872.79649320688,2.4979352208407457,False,86.03455256823632,4.4583779556109215,8756.347063915433,54636.82873866341,4.4583779556109215,9.9930446922589,1.2521728575114814
106,29.040508568145384,44.83473737632179,559.3029334758653,1.1952224018794726,0.0,29825.529719591243,6.2152201661234985,False,1.1952224018794726,0.7862833634351654,4798.7881561089725,185372.23377851924,0.7862833634351654,10.303153535494635,1.9761927068154914
107,43.8618590121053,71.17452631475817,622.6982520258442,36.398305257827786,0.0,10959.97936381458,2.376609464550545,False,36.398305257827786,3.6216253894319537,4611.601071060371,26047.59068732039,3.6216253894319537,9.302096914522096,1.216872089039479
108,26.74577812831839,13.174535263381747,498.5411255661556,14.84635350575035,0.0,22178.041353842607,4.0341595598068585,False,14.84635350575035,2.762939411126116,5497.560403224113,89469.757545396,2.762939411126116,10.006903038772938,1.6162465926364802
109,27.57550390722764,63.93250995572812,945.4826705036132,3.709907896425253,0.0,31966.91899364497,9.92224409019215,False,3.709907896425253,1.54966835293803,3221.7425293438214,317183.573066345,1.54966835293803,10.372488147462493,2.390801451968807
110,24.255540842338327,89.6655884876488,336.9111348881107,129.34964510132895,0.0,4381.251934236845,0.5135647571931287,False,129.34964510132895,4.870220417716264,8531.04373270988,2250.0565858082705,4.870220417716264,8.385318011482408,0.4144676349489492
111,5.812287847009586,7.191531527381328,998.5702163684535,26.30366656412012,2.73276431817884,19372.662082541552,5.439554521828772,False,26.445242966082244,3.3070209995506463,3561.4421076868584,105378.65163094971,3.3070209995506463,9.871669798032917,1.862459364094584
112,24.73486124550783,81.34746991663306,1500.0,60.47751664075709,0.0,6775.308031420738,3.67123724673985,False,60.47751664075709,4.118671524893567,1845.510309072798,24873.763203087463,4.118671524893567,8.82118769448117,1.541423971653776
113,25.602302099410263,92.94185690817702,1145.5552074892169,0.8267060754524542,0.0,29550.768590747863,12.158973115936242,False,0.8267060754524542,0.6025143862118992,2430.366929724519,359307.00085015636,0.6025143862118992,10.293898871829986,2.5771038921486844
114,45.0,46.11593017144682,710.8865382731025,99.31630049035496,4.605245882041397,5259.998786822058,1.1536960190762815,False,99.42301460288026,4.608328199114871,4559.2548995519865,6068.439660702678,4.608328199114871,8.568076171132427,0.7671854448552615
115,23.07639035218877,82.91351708219946,555.4389473540054,13.015884148984558,0.0,22029.58242244615,4.413617276299964,False,13.015884148984558,2.6401912685337736,4991.2749683722195,97230.14556938234,2.6401912685337736,10.000186877143067,1.6889174972083032
116,28.015473423336125,77.18047730402238,671.5029581382182,72.4142144683019,0.0,8554.625110449215,1.5382373917770666,False,72.4142144683019,4.296117574477549,5561.312964349038,13159.044217528,4.296117574477549,9.05434425325932,0.9314698998972162
117,24.652882302947567,54.271158878796086,1268.589968470899,17.20142749620234,0.0,22373.42252979231,9.01322319830298,False,17.20142749620234,2.901500024864247,2482.288472753713,201656.65097095858,2.901500024864247,10.01567373408564,2.3039065393294185
118,13.31321962380468,71.90462274311096,1352.9850507328897,184.08192029774324,0.0,2023.9962717281965,0.9799260262756968,False,184.08192029774324,5.220798539486072,2065.456118115837,1983.366623751437,5.220798539486072,7.6133231384170665,0.6830594835417044
119,36.42822814515021,15.02994273705999,932.899896909712,29.53250657686181,11.560148066350518,69925.25579035589,4.8427957116460485,False,31.714444154491083,3.4187919054683666,14439.023554756763,338633.7288772885,3.4187919054683666,11.155196477013021,1.765209400038962
